This file was created by CMPT_BETA_RETS using the 202112 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on BETA.

The portfolios are constructed at the end of June. Beta is estimated using monthly returns for the past 60 months
 (requiring at least 24 months with non-missing returns). Beta is estimated using the Scholes-Williams method.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
  1978,    6.14,    6.00,   11.05,   10.28,   23.66,    6.15,    6.16,   -1.89,   14.25,   10.97,   11.02,    9.83,   10.56,   19.60,   28.48
  1979,   23.96,   17.60,   23.09,   27.08,   33.05,   20.89,   27.16,   24.42,   12.81,   24.93,   21.13,   24.36,   31.87,   28.62,   37.69
  1980,   29.56,   31.48,   32.06,   40.45,   46.25,   14.62,   41.32,   39.62,   24.67,   33.19,   30.69,   35.89,   47.27,   43.51,   49.89
  1981,    6.50,   -8.61,   -2.50,   -3.14,   -6.47,   23.30,   -3.63,   -8.91,   -8.13,   -2.70,   -2.22,   -0.61,   -6.90,   -8.03,   -4.37
  1982,   31.80,   37.89,   18.33,    2.95,    9.49,   30.09,   33.81,   41.41,   32.38,   19.84,   16.58,    0.28,    7.69,    8.91,   10.77
  1983,   15.96,   29.71,   24.93,   28.55,   16.61,   14.50,   16.84,   28.49,   32.21,   25.63,   24.22,   24.67,   34.10,   20.60,   12.76
  1984,   14.35,    8.18,    4.60,   -4.14,  -13.82,   18.16,   10.07,    8.04,    9.04,    1.23,    6.95,   -4.57,   -3.86,   -7.84,  -19.58
  1985,   37.26,   37.18,   27.89,   25.58,   24.49,   35.47,   39.33,   34.30,   43.56,   26.04,   30.70,   27.32,   22.70,   27.77,   21.23
  1986,   29.33,   16.47,   15.48,    5.84,    4.56,   24.64,   34.48,   15.42,   18.36,   14.26,   17.07,    4.52,    7.46,    9.83,   -1.16
  1987,    2.43,    7.68,    2.84,    2.00,   -9.64,   -1.95,    6.57,    6.72,    8.75,    2.06,    3.73,    0.59,    2.54,   -6.36,  -14.50
  1988,   18.64,   16.45,   16.40,   22.15,   13.27,   19.75,   17.43,   17.05,   15.70,   14.87,   18.34,   30.78,   13.15,   11.94,   15.67
  1989,   33.76,   29.02,   29.21,   23.06,   25.14,   30.11,   35.86,   39.78,   16.25,   28.85,   29.72,   20.97,   25.68,   30.40,   18.65
  1990,   -1.35,   -3.79,   -8.00,   -8.43,   -8.34,   -0.87,   -1.65,   -8.41,    2.26,   -7.81,   -8.65,   -3.37,  -14.38,   -1.82,  -17.78
  1991,   21.31,   30.63,   39.44,   42.07,   55.28,   26.11,   19.18,   31.90,   28.63,   41.30,   37.94,   41.98,   42.22,   51.37,   61.34
  1992,    4.41,    5.32,   13.40,   19.39,   17.03,    7.57,    2.95,    4.06,    7.00,    7.54,   19.02,   17.77,   20.64,   22.15,    9.89
  1993,   11.94,    7.40,    7.78,   17.28,   17.48,   14.28,   10.85,    4.54,   10.58,    3.63,   11.78,   15.75,   18.71,   16.96,   18.10
  1994,   -2.25,    5.90,   -1.56,   -3.58,    2.19,   -5.35,   -0.58,    7.89,    3.88,    0.48,   -3.13,   -2.43,   -5.48,    2.16,    2.20
  1995,   35.20,   41.11,   32.12,   39.88,   38.97,   36.46,   34.45,   38.09,   43.16,   35.28,   29.50,   42.87,   34.63,   36.94,   40.39
  1996,   16.31,   19.31,   26.15,   24.25,   29.22,   16.95,   16.11,   20.16,   18.80,   26.89,   25.23,   23.94,   25.16,   29.30,   28.76
  1997,   29.18,   30.44,   37.32,   34.98,   27.56,   21.29,   33.41,   24.94,   34.80,   36.16,   38.56,   38.48,   30.93,   34.63,   21.72
  1998,   18.85,   30.05,   22.45,   23.45,   27.01,   24.47,   15.61,   27.28,   31.76,   20.88,   24.18,   19.55,   27.44,   21.66,   33.03
  1999,   -5.29,   20.03,   13.89,   26.24,   57.59,   -3.27,   -6.67,    3.88,   33.23,    6.52,   17.16,   21.67,   30.10,   50.23,   64.16
  2000,   27.49,    8.10,   -7.67,   -9.68,  -26.75,   25.72,   28.85,   20.09,   -0.35,   -8.45,   -7.30,  -17.76,   -4.77,  -21.96,  -30.14
  2001,   -7.79,   -6.10,    3.26,   -9.19,  -24.75,   -4.34,  -10.01,   -8.22,   -1.09,   -5.38,   11.94,  -14.27,   -1.93,  -25.69,  -24.02
  2002,   -9.73,  -13.39,  -13.68,  -25.13,  -33.75,   -4.34,  -13.63,  -15.84,   -9.29,  -13.66,  -13.68,  -21.14,  -29.80,  -24.56,  -39.79
  2003,   18.04,   27.31,   20.99,   35.31,   53.84,   15.33,   20.30,   28.57,   25.64,   19.06,   24.12,   34.87,   35.05,   42.92,   68.50
  2004,   10.83,   14.63,   16.14,   12.87,    4.33,   13.42,    8.79,   13.08,   18.13,   13.89,   18.96,   16.21,   10.71,    7.04,    1.96
  2005,    4.53,   10.51,    5.86,    8.85,    2.11,    0.49,    9.33,    6.87,   17.54,    6.55,    5.22,    4.73,   12.66,    1.84,    3.61
  2006,   15.74,   16.84,   12.45,   22.45,    8.38,   14.38,   17.34,   10.81,   20.99,   17.69,    6.79,   18.67,   25.34,    8.98,    7.77
  2007,    3.72,    6.88,    4.82,    7.28,    7.45,    5.27,    1.52,   10.88,    3.72,    4.65,    5.11,    6.41,    8.05,   10.82,    3.66
  2008,  -28.51,  -33.18,  -38.74,  -47.36,  -49.72,  -27.09,  -29.76,  -29.95,  -36.24,  -35.57,  -43.94,  -50.36,  -44.10,  -50.02,  -50.28
  2009,    9.65,   23.39,   37.37,   53.61,   88.65,   10.06,    9.88,   14.93,   33.09,   38.66,   35.80,   48.55,   62.46,   84.78,   98.52
  2010,   11.82,   13.46,   20.50,   27.27,   34.39,   10.71,   12.90,   21.20,    6.84,   22.11,   18.97,   37.37,   15.44,   30.93,   42.27
  2011,   12.59,    1.01,   -1.45,  -10.02,  -17.90,   13.34,   11.62,    5.02,   -2.27,   -4.33,    0.82,   -2.49,  -20.79,  -18.27,  -17.13
  2012,   11.66,   15.04,   19.96,   22.82,   25.61,   10.84,   12.78,   17.07,   12.93,   15.37,   23.54,   21.27,   24.95,   22.49,   31.68
  2013,   27.14,   40.73,   33.35,   36.65,   44.40,   27.56,   26.28,   35.11,   46.66,   28.31,   39.75,   33.04,   40.45,   38.32,   55.33
  2014,   17.36,   13.87,    9.57,    7.00,   -1.87,   16.07,   18.63,    8.75,   18.78,   10.18,    8.14,    8.26,    5.18,   -4.27,    2.24
  2015,    4.27,    5.12,   -3.28,   -5.36,  -15.27,    6.76,    3.57,    6.47,    4.01,   -1.07,   -6.04,   -3.44,   -7.45,  -10.94,  -24.69
  2016,    8.42,   13.62,   14.29,   19.82,   27.66,    9.23,    5.35,   13.23,   14.56,   14.77,   13.69,   15.21,   24.90,   30.06,   18.66
  2017,   18.71,   24.60,   24.78,   21.32,   23.68,   12.79,   21.79,   25.18,   23.51,   28.11,   23.81,   18.84,   23.08,   23.89,   22.10
  2018,   -1.83,   -0.75,   -5.00,   -9.10,  -16.53,    2.80,   -4.04,   -5.24,    2.78,   -6.17,   -4.38,   -4.40,  -12.71,  -15.98,  -19.28
  2019,   27.81,   29.34,   30.30,   37.45,   31.80,   27.91,   27.45,   28.15,   30.46,   30.11,   30.51,   32.65,   41.07,   29.06,   40.78
  2020,    5.31,   12.38,   44.95,   41.94,   44.42,    2.71,    7.40,   12.65,   12.74,   37.90,   45.49,   14.03,   61.70,   21.64,   88.46
  2021,   18.60,   28.83,   13.88,   48.29,   26.84,   18.16,   19.42,   26.87,   31.45,   20.13,    9.45,   53.67,   29.89,   40.69,   -2.03


  Equal Weighted Returns -- Annual from January to December
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
  1964,   21.03,   17.73,   20.64,   20.22,   17.66,   20.08,   21.97,   18.63,   16.83,   19.97,   21.28,   18.00,   22.38,   19.28,   16.03
  1965,   22.90,   23.25,   29.12,   34.78,   50.50,   24.18,   20.04,   22.05,   24.28,   30.70,   27.52,   35.99,   33.54,   46.04,   53.14
  1966,   -5.92,   -7.90,   -7.42,   -6.53,   -5.15,   -5.55,   -7.13,  -10.08,   -5.81,   -5.91,   -8.96,   -4.14,   -8.84,   -4.13,   -5.96
  1967,   62.36,   59.25,   64.11,   76.51,  113.05,   71.75,   46.90,   60.08,   58.38,   63.40,   64.91,   71.75,   80.93,   93.11,  127.88
  1968,   36.33,   41.46,   42.21,   38.92,   52.86,   36.24,   35.84,   41.06,   41.90,   46.46,   38.12,   40.60,   37.47,   45.87,   57.23
  1969,  -19.55,  -18.04,  -21.17,  -28.90,  -33.65,  -19.39,  -19.76,  -17.98,  -18.01,  -17.32,  -24.57,  -27.79,  -30.02,  -29.34,  -36.16
  1970,    7.75,   -3.44,   -2.37,  -10.74,  -22.10,   11.48,    4.05,   -4.46,   -2.45,   -0.97,   -3.64,   -9.08,  -12.62,  -14.67,  -26.69
  1971,    9.61,   21.28,   21.89,   21.47,   16.74,    6.52,   12.62,   22.93,   19.74,   17.20,   26.03,   18.57,   24.21,   19.87,   13.99
  1972,   12.95,   13.80,    7.42,    3.62,   -0.88,   11.98,   13.71,   13.80,   13.72,    8.80,    6.19,    8.72,   -0.54,    1.83,   -3.16
  1973,  -13.10,  -21.05,  -29.82,  -35.49,  -44.88,  -11.16,  -15.02,  -14.66,  -26.47,  -28.51,  -31.04,  -35.15,  -35.78,  -44.37,  -45.43
  1974,  -20.12,  -16.02,  -20.09,  -23.98,  -28.66,  -22.93,  -17.23,  -17.87,  -14.36,  -21.51,  -18.72,  -21.19,  -26.42,  -25.50,  -31.04
  1975,   42.99,   52.63,   58.94,   74.78,   91.92,   40.78,   45.05,   45.65,   58.91,   57.79,   59.90,   63.93,   85.20,   83.93,   98.28
  1976,   41.16,   41.92,   53.77,   54.92,   57.50,   37.90,   46.15,   41.96,   41.92,   52.62,   55.02,   53.18,   56.24,   57.04,   57.88
  1977,   19.10,   15.67,   23.94,   25.38,   27.34,   19.60,   18.40,   13.60,   17.64,   23.94,   23.55,   22.69,   28.03,   30.47,   25.17
  1978,   19.27,   16.95,   22.84,   25.65,   36.60,   20.75,   16.94,   13.84,   19.93,   25.20,   20.52,   23.43,   27.81,   38.93,   34.80
  1979,   32.13,   37.30,   39.28,   44.87,   42.90,   30.61,   34.57,   35.56,   39.36,   39.56,   39.04,   43.29,   46.47,   40.20,   44.62
  1980,   26.84,   30.47,   35.72,   37.75,   50.56,   24.98,   28.21,   30.03,   30.81,   35.90,   35.61,   36.88,   38.50,   46.10,   53.26
  1981,   16.03,   11.51,    6.99,    3.78,   -5.92,   19.99,   12.74,   14.08,    8.85,    6.88,    6.75,    4.02,    3.52,   -3.04,   -7.42
  1982,   33.59,   35.44,   33.32,   26.43,   21.99,   33.62,   33.26,   34.79,   36.18,   29.71,   37.66,   29.81,   23.19,   31.41,   17.13
  1983,   37.26,   42.86,   42.16,   42.53,   33.12,   30.52,   42.73,   42.86,   42.83,   40.68,   43.70,   43.65,   41.27,   38.06,   30.49
  1984,    6.80,    4.50,   -3.61,  -10.79,  -22.40,    8.84,    5.21,    4.77,    4.39,   -3.21,   -4.19,   -9.85,  -11.64,  -16.60,  -25.23
  1985,   30.26,   33.78,   24.52,   21.56,   19.45,   28.06,   32.10,   36.26,   31.30,   26.16,   22.75,   23.50,   19.77,   21.49,   18.27
  1986,   12.53,   13.73,    9.39,    4.86,    1.31,   10.24,   16.31,   17.98,    9.39,    8.77,   10.01,    7.99,    2.08,    0.23,    1.81
  1987,    0.00,   -0.19,   -6.37,   -4.30,  -15.48,   -1.37,    2.10,    1.29,   -1.79,   -4.11,   -8.74,   -3.98,   -4.64,  -10.35,  -18.27
  1988,   18.72,   23.67,   20.81,   25.77,   17.48,   15.38,   22.95,   21.31,   26.26,   22.18,   19.29,   23.57,   27.34,   20.72,   15.59
  1989,   11.62,   15.45,   11.72,   10.34,    6.48,   11.76,   11.34,   17.72,   12.73,   12.08,   11.19,    8.83,   11.88,   10.26,    4.28
  1990,  -20.07,  -21.39,  -22.54,  -21.51,  -26.80,  -18.41,  -21.98,  -21.64,  -20.99,  -20.18,  -25.18,  -20.18,  -22.85,  -26.78,  -26.91
  1991,   40.51,   47.95,   45.69,   58.09,   76.03,   44.37,   36.96,   46.45,   49.64,   44.36,   47.14,   58.35,   58.15,   68.00,   81.73
  1992,   31.65,   29.76,   30.09,   38.10,   31.47,   31.80,   31.48,   27.91,   31.85,   31.21,   28.80,   35.49,   40.51,   35.68,   28.48
  1993,   30.06,   24.40,   24.85,   23.70,   30.28,   30.26,   31.24,   27.40,   21.26,   26.37,   23.15,   26.03,   21.73,   29.80,   30.50
  1994,   -2.64,    3.63,    0.89,   -0.26,   -5.74,   -4.10,   -1.26,    3.63,    3.78,    0.54,    0.95,    6.64,   -6.29,   -0.58,   -8.85
  1995,   28.53,   33.07,   31.25,   34.05,   37.90,   29.72,   27.01,   31.25,   34.71,   30.15,   32.32,   37.55,   30.96,   32.40,   40.86
  1996,   17.06,   21.50,   22.97,   21.63,   19.85,   16.71,   18.70,   25.84,   17.62,   21.21,   24.84,   21.99,   21.19,   21.92,   19.24
  1997,   29.66,   33.82,   29.89,   29.58,   14.85,   26.62,   35.39,   35.44,   32.36,   27.74,   32.04,   32.41,   27.25,   24.34,   10.94
  1998,   -2.45,   -3.20,   -2.92,   -2.61,   -2.93,   -3.81,    0.03,   -9.07,    1.77,   -4.57,   -1.23,   -2.19,   -3.13,   -1.51,   -3.49
  1999,   16.54,   12.76,   16.16,   26.29,   68.02,   23.28,    6.51,   14.08,   11.33,   18.62,   13.67,   24.33,   28.24,   40.43,   83.35
  2000,    8.80,   11.64,    9.28,    5.77,  -27.45,    8.43,    9.09,   14.81,    7.79,   10.44,    7.79,    5.85,    5.52,   -8.89,  -34.99
  2001,   26.32,   31.62,   25.78,   28.34,   25.96,   23.79,   28.32,   28.60,   35.21,   27.91,   23.07,   28.45,   28.50,   32.20,   22.54
  2002,    5.26,    4.08,   -2.47,  -10.30,  -25.28,    1.81,    8.25,    3.67,    4.55,   -0.01,   -4.82,   -5.83,  -13.69,  -12.95,  -30.21
  2003,   46.18,   47.69,   57.25,   65.57,  120.63,   47.99,   44.63,   51.77,   42.66,   54.70,   59.62,   58.85,   70.95,   84.28,  136.42
  2004,   20.76,   26.83,   30.60,   30.83,   12.73,   19.36,   22.29,   26.81,   26.85,   29.63,   31.76,   29.67,   31.71,   23.92,    8.36
  2005,    4.89,    9.11,    9.92,    9.90,   -3.17,    3.69,    6.02,    7.68,   10.76,   10.37,    9.44,   10.09,    9.80,    1.48,   -5.06
  2006,   14.85,   18.28,   19.45,   20.00,   15.37,   13.15,   17.30,   17.64,   18.95,   18.78,   20.01,   20.88,   19.22,   16.32,   14.74
  2007,   -8.96,   -3.05,   -2.47,   -6.58,   -9.28,  -10.74,   -6.18,   -4.27,   -1.80,    0.34,   -5.06,   -7.59,   -5.74,   -4.48,  -11.91
  2008,  -39.85,  -37.98,  -40.56,  -43.83,  -51.08,  -42.39,  -35.62,  -36.03,  -39.93,  -40.78,  -40.43,  -43.90,  -43.83,  -47.60,  -53.07
  2009,   26.07,   32.50,   48.24,   75.97,  138.13,   30.35,   20.08,   28.34,   36.76,   39.41,   57.60,   67.34,   84.84,  121.81,  154.36
  2010,   21.05,   23.67,   29.63,   33.59,   42.43,   19.57,   23.00,   24.32,   22.74,   28.51,   30.68,   30.67,   36.34,   42.62,   41.98
  2011,    0.97,   -4.07,   -6.89,  -10.99,  -18.40,    2.14,   -0.57,    0.78,   -8.85,   -5.74,   -8.01,   -7.19,  -14.31,  -15.43,  -22.30
  2012,   17.89,   25.91,   19.57,   18.96,   17.76,   16.09,   20.27,   26.20,   25.61,   19.54,   19.61,   19.62,   18.30,   16.92,   18.53
  2013,   40.87,   42.11,   47.24,   50.21,   47.18,   38.69,   43.70,   40.37,   44.14,   48.93,   45.48,   46.73,   53.63,   43.72,   52.36
  2014,   11.58,   10.60,    3.47,   -0.70,   -3.97,    8.90,   14.48,    9.66,   11.67,    4.32,    2.25,    6.42,   -7.24,   -3.80,   -3.54
  2015,    2.77,   -2.68,   -5.78,   -9.53,  -20.14,    3.26,    2.23,    0.94,   -6.32,   -4.19,   -7.62,   -6.70,  -12.33,  -16.43,  -23.29
  2016,   11.72,   23.00,   22.49,   29.81,   23.07,    5.70,   18.05,   20.42,   25.77,   25.31,   19.62,   28.25,   31.54,   24.39,   21.54
  2017,   13.33,   16.77,   17.56,   17.89,   16.37,   11.14,   15.56,   13.36,   20.66,   16.42,   18.92,   16.84,   19.07,   12.56,   19.47
  2018,   -9.04,   -7.57,  -15.76,  -15.45,  -25.29,   -8.76,   -9.27,   -6.44,   -8.85,  -15.11,  -16.35,  -14.54,  -16.30,  -21.04,  -27.80
  2019,   21.42,   24.49,   25.48,   30.55,   17.23,   19.13,   23.88,   25.26,   23.57,   25.25,   25.86,   29.14,   32.13,   19.34,   15.48
  2020,   25.94,   16.08,   24.58,   35.17,   64.16,   36.66,   14.18,   13.20,   18.95,   24.98,   23.62,   32.62,   37.64,   48.53,   75.59
  2021,   20.78,   32.88,   28.43,   27.84,   21.60,   17.89,   23.88,   37.99,   27.92,   28.01,   28.83,   27.51,   27.90,   30.16,   14.94


  Number of Firms in Portfolios
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
196307,     208,     207,     209,     207,     207,     105,     103,     104,     103,     104,     105,     103,     104,     103,     104
196308,     207,     207,     209,     207,     207,     104,     103,     104,     103,     104,     105,     103,     104,     103,     104
196309,     206,     206,     209,     207,     207,     103,     103,     103,     103,     104,     105,     103,     104,     103,     104
196310,     205,     205,     209,     205,     207,     103,     102,     102,     103,     104,     105,     101,     104,     103,     104
196311,     204,     205,     208,     205,     207,     102,     102,     102,     103,     104,     104,     101,     104,     103,     104
196312,     204,     205,     208,     203,     207,     102,     102,     102,     103,     104,     104,     100,     103,     103,     104
196401,     203,     205,     206,     203,     206,     101,     102,     102,     103,     103,     103,     100,     103,     102,     104
196402,     203,     205,     206,     203,     206,     101,     102,     102,     103,     103,     103,     100,     103,     102,     104
196403,     203,     205,     206,     202,     206,     101,     102,     102,     103,     103,     103,     100,     102,     102,     104
196404,     203,     205,     206,     202,     205,     101,     102,     102,     103,     103,     103,     100,     102,     101,     104
196405,     203,     205,     205,     201,     204,     101,     102,     102,     103,     103,     102,     100,     101,     100,     104
196406,     203,     205,     205,     201,     204,     101,     102,     102,     103,     103,     102,     100,     101,     100,     104
196407,     213,     213,     212,     212,     212,     107,     106,     106,     107,     106,     106,     106,     106,     106,     106
196408,     213,     213,     211,     211,     211,     107,     106,     106,     107,     106,     105,     105,     106,     106,     105
196409,     212,     213,     209,     211,     211,     106,     106,     106,     107,     105,     104,     105,     106,     106,     105
196410,     209,     212,     209,     210,     211,     104,     105,     105,     107,     105,     104,     105,     105,     106,     105
196411,     208,     212,     209,     210,     211,     103,     105,     105,     107,     105,     104,     105,     105,     106,     105
196412,     208,     212,     209,     210,     210,     103,     105,     105,     107,     105,     104,     105,     105,     106,     104
196501,     208,     211,     209,     208,     210,     103,     105,     104,     107,     105,     104,     104,     104,     106,     104
196502,     208,     211,     208,     208,     207,     103,     105,     104,     107,     105,     103,     104,     104,     104,     103
196503,     208,     211,     206,     207,     207,     103,     105,     104,     107,     103,     103,     104,     103,     104,     103
196504,     208,     210,     205,     207,     205,     103,     105,     104,     106,     102,     103,     104,     103,     102,     103
196505,     208,     210,     205,     207,     205,     103,     105,     104,     106,     102,     103,     104,     103,     102,     103
196506,     206,     210,     205,     207,     205,     103,     103,     104,     106,     102,     103,     104,     103,     102,     103
196507,     419,     278,     286,     333,     482,     280,     139,     131,     147,     144,     142,     164,     169,     194,     288
196508,     419,     278,     286,     332,     480,     280,     139,     131,     147,     144,     142,     164,     168,     193,     287
196509,     416,     276,     284,     332,     477,     278,     138,     130,     146,     142,     142,     164,     168,     192,     285
196510,     412,     275,     283,     329,     477,     274,     138,     129,     146,     142,     141,     163,     166,     192,     285
196511,     412,     275,     282,     328,     475,     274,     138,     129,     146,     142,     140,     163,     165,     190,     285
196512,     409,     275,     281,     328,     474,     272,     137,     129,     146,     142,     139,     163,     165,     189,     285
196601,     409,     272,     278,     328,     472,     272,     137,     129,     143,     140,     138,     163,     165,     189,     283
196602,     408,     270,     277,     327,     468,     271,     137,     128,     142,     140,     137,     163,     164,     189,     279
196603,     408,     270,     277,     327,     467,     271,     137,     128,     142,     140,     137,     163,     164,     189,     278
196604,     404,     270,     277,     327,     466,     269,     135,     128,     142,     140,     137,     163,     164,     189,     277
196605,     402,     268,     276,     326,     463,     268,     134,     127,     141,     140,     136,     163,     163,     188,     275
196606,     399,     268,     276,     325,     459,     266,     133,     127,     141,     140,     136,     162,     163,     184,     275
196607,     429,     304,     296,     331,     476,     279,     150,     153,     151,     146,     150,     159,     172,     193,     283
196608,     428,     304,     296,     330,     474,     278,     150,     153,     151,     146,     150,     159,     171,     193,     281
196609,     428,     303,     296,     330,     473,     278,     150,     152,     151,     146,     150,     159,     171,     193,     280
196610,     426,     302,     293,     329,     473,     276,     150,     151,     151,     145,     148,     158,     171,     193,     280
196611,     423,     302,     292,     329,     470,     274,     149,     151,     151,     145,     147,     158,     171,     192,     278
196612,     422,     300,     289,     327,     468,     274,     148,     150,     150,     144,     145,     158,     169,     192,     276
196701,     421,     300,     287,     326,     467,     273,     148,     150,     150,     143,     144,     158,     168,     192,     275
196702,     420,     300,     285,     326,     466,     272,     148,     150,     150,     142,     143,     158,     168,     191,     275
196703,     419,     299,     284,     326,     465,     271,     148,     150,     149,     141,     143,     158,     168,     191,     274
196704,     417,     298,     284,     325,     462,     269,     148,     149,     149,     141,     143,     158,     167,     190,     272
196705,     414,     295,     284,     323,     457,     269,     145,     147,     148,     141,     143,     157,     166,     188,     269
196706,     412,     294,     283,     321,     454,     268,     144,     147,     147,     141,     142,     156,     165,     187,     267
196707,     363,     321,     352,     343,     480,     205,     158,     156,     165,     179,     173,     157,     186,     195,     285
196708,     363,     318,     350,     343,     476,     205,     158,     154,     164,     178,     172,     157,     186,     193,     283
196709,     360,     313,     347,     342,     474,     205,     155,     151,     162,     176,     171,     157,     185,     192,     282
196710,     358,     311,     345,     339,     472,     203,     155,     149,     162,     175,     170,     156,     183,     191,     281
196711,     358,     307,     344,     337,     470,     203,     155,     148,     159,     174,     170,     156,     181,     191,     279
196712,     354,     305,     343,     335,     468,     201,     153,     147,     158,     174,     169,     154,     181,     190,     278
196801,     352,     299,     340,     329,     465,     201,     151,     143,     156,     173,     167,     151,     178,     188,     277
196802,     351,     299,     338,     326,     461,     200,     151,     143,     156,     172,     166,     151,     175,     184,     277
196803,     350,     299,     337,     326,     458,     200,     150,     143,     156,     172,     165,     151,     175,     183,     275
196804,     346,     299,     335,     324,     456,     197,     149,     143,     156,     170,     165,     150,     174,     183,     273
196805,     346,     299,     333,     321,     452,     197,     149,     143,     156,     168,     165,     148,     173,     182,     270
196806,     343,     294,     329,     317,     448,     196,     147,     140,     154,     166,     163,     146,     171,     181,     267
196807,     288,     289,     305,     336,     585,     145,     143,     141,     148,     145,     160,     153,     183,     219,     366
196808,     287,     288,     305,     334,     584,     145,     142,     141,     147,     145,     160,     153,     181,     219,     365
196809,     286,     287,     302,     330,     583,     145,     141,     140,     147,     143,     159,     152,     178,     219,     364
196810,     283,     287,     300,     328,     580,     143,     140,     140,     147,     141,     159,     151,     177,     217,     363
196811,     282,     284,     298,     328,     577,     142,     140,     140,     144,     139,     159,     151,     177,     214,     363
196812,     281,     281,     295,     327,     572,     142,     139,     139,     142,     138,     157,     150,     177,     211,     361
196901,     279,     278,     293,     325,     569,     142,     137,     138,     140,     137,     156,     148,     177,     210,     359
196902,     279,     277,     292,     324,     563,     142,     137,     137,     140,     136,     156,     147,     177,     207,     356
196903,     278,     276,     292,     322,     560,     142,     136,     137,     139,     136,     156,     147,     175,     207,     353
196904,     277,     273,     291,     320,     559,     142,     135,     136,     137,     135,     156,     147,     173,     206,     353
196905,     277,     271,     289,     320,     557,     142,     135,     135,     136,     135,     154,     147,     173,     204,     353
196906,     277,     270,     287,     319,     554,     142,     135,     134,     136,     135,     152,     147,     172,     203,     351
196907,     274,     291,     296,     357,     583,     136,     138,     157,     134,     142,     154,     184,     173,     224,     359
196908,     274,     291,     295,     354,     581,     136,     138,     157,     134,     142,     153,     183,     171,     223,     358
196909,     273,     290,     294,     352,     579,     136,     137,     157,     133,     141,     153,     182,     170,     222,     357
196910,     273,     289,     294,     352,     579,     136,     137,     157,     132,     141,     153,     182,     170,     222,     357
196911,     270,     287,     294,     352,     578,     134,     136,     156,     131,     141,     153,     182,     170,     222,     356
196912,     267,     286,     293,     352,     576,     134,     133,     156,     130,     140,     153,     182,     170,     221,     355
197001,     266,     285,     293,     352,     574,     134,     132,     156,     129,     140,     153,     182,     170,     221,     353
197002,     266,     283,     292,     352,     574,     134,     132,     155,     128,     140,     152,     182,     170,     221,     353
197003,     264,     282,     292,     352,     573,     133,     131,     154,     128,     140,     152,     182,     170,     221,     352
197004,     264,     280,     292,     350,     571,     133,     131,     154,     126,     140,     152,     181,     169,     220,     351
197005,     264,     280,     291,     349,     567,     133,     131,     154,     126,     139,     152,     181,     168,     217,     350
197006,     263,     280,     291,     345,     564,     132,     131,     154,     126,     139,     152,     178,     167,     217,     347
197007,     276,     301,     335,     381,     579,     135,     141,     158,     143,     153,     182,     183,     198,     231,     348
197008,     276,     301,     333,     380,     576,     135,     141,     158,     143,     152,     181,     183,     197,     231,     345
197009,     276,     301,     333,     380,     572,     135,     141,     158,     143,     152,     181,     183,     197,     231,     341
197010,     276,     300,     332,     380,     571,     135,     141,     157,     143,     152,     180,     183,     197,     231,     340
197011,     276,     300,     332,     378,     568,     135,     141,     157,     143,     152,     180,     181,     197,     230,     338
197012,     275,     298,     331,     376,     565,     135,     140,     155,     143,     151,     180,     179,     197,     230,     335
197101,     275,     296,     329,     375,     563,     135,     140,     155,     141,     149,     180,     179,     196,     230,     333
197102,     274,     296,     328,     374,     561,     134,     140,     155,     141,     148,     180,     179,     195,     230,     331
197103,     273,     295,     327,     372,     560,     133,     140,     155,     140,     148,     179,     178,     194,     229,     331
197104,     273,     295,     327,     368,     558,     133,     140,     155,     140,     148,     179,     177,     191,     227,     331
197105,     273,     295,     325,     362,     555,     133,     140,     155,     140,     148,     177,     177,     185,     226,     329
197106,     273,     293,     324,     360,     552,     133,     140,     153,     140,     147,     177,     176,     184,     225,     327
197107,     279,     312,     357,     428,     611,     134,     145,     150,     162,     175,     182,     208,     220,     275,     336
197108,     279,     310,     357,     428,     610,     134,     145,     150,     160,     175,     182,     208,     220,     274,     336
197109,     279,     310,     357,     428,     608,     134,     145,     150,     160,     175,     182,     208,     220,     273,     335
197110,     279,     310,     357,     428,     608,     134,     145,     150,     160,     175,     182,     208,     220,     273,     335
197111,     279,     309,     357,     427,     606,     134,     145,     149,     160,     175,     182,     208,     219,     273,     333
197112,     279,     307,     356,     426,     606,     134,     145,     149,     158,     175,     181,     207,     219,     273,     333
197201,     279,     305,     355,     425,     603,     134,     145,     149,     156,     175,     180,     206,     219,     272,     331
197202,     279,     305,     355,     425,     602,     134,     145,     149,     156,     175,     180,     206,     219,     272,     330
197203,     279,     305,     353,     424,     599,     134,     145,     149,     156,     173,     180,     205,     219,     272,     327
